Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	-2.166099	0.039269	0.000222	0.001199	354.8456
0002	-6.426209	0.002296	0.000003	0.000616	368.8171
0003	-10.593476	0.000661	0.000002	0.000278	355.7249
0004	-14.109324	0.003195	0.000003	0.000254	367.0802
0005	-17.795977	0.000308	0.000002	0.000217	367.0985
0006	-20.533379	0.000241	0.000001	0.000193	368.2759
0007	-22.870298	0.000199	0.000001	0.000195	373.2403
0008	-24.943235	0.000183	0.000001	0.000190	370.0292
0009	-26.990059	0.000177	0.000001	0.000182	360.0533
0010	-29.239185	0.000163	0.000001	0.000172	386.2203
0011	-31.221786	0.000165	0.000001	0.000173	398.7473
0012	-32.879552	0.000147	0.000001	0.000162	384.6172
0013	-34.185048	0.000149	0.000001	0.000213	387.1963
0014	-35.223599	0.000173	0.000001	0.000158	397.3833
0015	-36.512688	0.000157	0.000000	0.000159	394.0722
0016	-37.356565	0.000175	0.000000	0.000294	395.7162
0017	-37.905725	0.000184	0.000001	0.000161	384.7053
0018	-38.812960	0.000224	0.000000	0.000765	396.8127
0019	-39.842453	0.000167	0.000000	0.000171	389.1591
0020	-40.382150	0.000192	0.000000	0.000191	396.8464
0021	-41.183154	0.000225	0.000000	0.000203	400.5408
0022	-41.262637	0.000228	0.000000	0.000164	395.7052
