,cell,cyc,soc_label,mode_label,capacity,c1_1_mean_v,c1_2_var_v,c1_3_skew_v,c1_4_kurt_v,c1_5_mean_t,c1_6_delta_t,c1_7_dtdt,c1_8_mean_i,c1_9_var_i,c1_10_ent_v,c1_11_ent_t,c1_12_corr_vi,c1_13_corr_vt,c1_14_de_dq,c1_15_power_var,c2_dis_1,c3_cha_1,c2_dis_2,c3_cha_2,c2_dis_3,c3_cha_3,c2_dis_4,c3_cha_4,c2_dis_5,c3_cha_5,c2_dis_6,c3_cha_6,c2_dis_7,c3_cha_7,c2_dis_8,c3_cha_8,c2_dis_9,c3_cha_9,c2_dis_10,c3_cha_10,c2_dis_11,c3_cha_11,c2_dis_12,c3_cha_12,c2_dis_13,c3_cha_13,c2_dis_14,c3_cha_14,c2_dis_15,c3_cha_15,SOC,Mode,Scenario
0,b1c11,2,-2,0,1.0537786,3.2877981662750244,0.018202882260084152,0.7813521878416965,-0.7671799913785637,30.721012115478516,1.156595230102539,4301.48779296875,3.7786202430725098,0.48452016711235046,-27.82828658141358,-3.7278941036577584,-0.6411903677208164,-0.6505033743442852,3.1899405884775804,4.7512640953063965,-1.7553939819335938,0.0,11.509780883789062,0.0,17663.5625,0.0,1.1180211305618286,0.0,0.05159121751785278,0.0,0.009932551913791233,0.0,0.003113710350460476,0.0,-2568.798583984375,0.0,38722192.0,0.0,0.8790695435089392,0.0,335.6278227330487,0.0,20.668777465820312,0.0,2.3692058470748822,0.0,-102.28000299113728,0.0,3.174741803893824,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
1,b1c11,2,-2,0,1.0537786,3.1536333560943604,9.498174767941236e-05,0.04738221688709386,-1.1809541190140345,31.552671432495117,1.0861701965332031,6043.38623046875,4.000029563903809,2.3495836387610325e-08,-1000.6797297683878,0.47705449121904253,0.03550168460973813,-0.9926390423415887,3.153463342369188,0.0015212957514449954,-0.00924991350620985,0.0,2.698376374610234e-05,0.0,2231.651611328125,0.0,0.05076664313673973,0.0,0.0,0.0,0.009941732618543836,0.0,0.003152639071146647,0.0,-8.324848175048828,0.0,21.856246948242188,0.0,0.9892900215384842,0.0,344.4180427845464,0.0,0.2820192575454712,0.0,2.2368548660246907,0.0,-10.444992992514758,0.0,3.1479362593210793,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
2,b1c11,2,-2,0,1.0537786,3.2533507347106934,0.017504211515188217,1.1250450221844304,-0.08546412161707284,30.986291885375977,1.6522960662841797,4012.740966796875,3.832294464111328,0.37606382369995117,-30.22597796715602,0.491080922606346,-0.633475025135438,-0.7006503452902741,3.174530074908158,3.608409881591797,-1.32763671875,0.0,9.255242347717285,0.0,13758.3642578125,0.0,1.7835904359817505,0.0,0.05159121751785278,0.0,0.015183111826578777,0.0,0.004782790078057183,0.0,-1941.6270751953125,0.0,30452028.0,0.0,0.8742037223584578,0.0,322.14713948665866,0.0,20.830265045166016,0.0,3.5690901017450942,0.0,-61.79393681390043,0.0,3.1574001330854684,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
3,b1c11,3,-2,0,1.0550324,3.2804744243621826,0.019176969304680824,0.8315805235874721,-0.7599982232989619,30.843807220458984,1.2532691955566406,4365.3349609375,3.7734732627868652,0.4966277480125427,-30.612704175286055,-2.141302963536078,-0.6487914866602623,-0.7428036100751151,3.18946132709873,4.832735061645508,-1.7666083574295044,0.0,11.904669761657715,0.0,1210.64599609375,0.0,1.1423109769821167,0.0,0.03496621549129486,0.0,0.010114273495144314,0.0,0.0031711538632710774,0.0,-2626.43798828125,0.0,41507680.0,0.0,0.8788014650547086,0.0,390.8967111231005,0.0,18.173995971679688,0.0,2.415867490716699,0.0,-99.38670379284787,0.0,3.170443484634318,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
4,b1c11,3,-2,0,1.0550324,3.153559446334839,8.427868306171149e-05,0.0850569466446897,-1.09209540820809,31.685073852539062,1.1262454986572266,8015.56298828125,4.000009536743164,3.221046895873769e-08,-1066.446892017032,0.693647534843339,0.1492075476535211,-0.9947363790209551,3.153650498155999,0.0013550062431022525,-0.007200066465884447,0.0,3.412363366805948e-05,0.0,2723.75732421875,0.0,0.046852901577949524,0.0,0.0,0.0,0.009645394219292535,0.0,0.003058485190073649,0.0,-6.480032920837402,0.0,27.63978385925293,0.0,0.98977136579636,0.0,365.7644701941896,0.0,0.48914867639541626,0.0,2.1702013069071593,0.0,-10.32452440757526,0.0,3.148377575278805,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
5,b1c11,3,-2,0,1.0550324,3.243716239929199,0.017523979768157005,1.2588817360014488,0.1707375121748389,31.14329719543457,1.7307281494140625,4268.025390625,3.835448980331421,0.3709563910961151,-34.18552963513189,1.5723782427461874,-0.6454719050687084,-0.7568948149208743,3.1750515735361597,3.5250508785247803,-1.2805556058883667,0.0,9.235852241516113,0.0,1614.107421875,0.0,1.7713749408721924,0.0,0.03496621549129486,0.0,0.01507128185696072,0.0,0.0047467830446031355,0.0,-1902.7216796875,0.0,31416286.0,0.0,0.8742446482328896,0.0,360.2205347372846,0.0,18.45635223388672,0.0,3.54000615974997,0.0,-63.06184829513406,0.0,3.1559871450327597,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
6,b1c11,5,-2,0,1.0564448,3.2777364253997803,0.017818668857216835,0.9072562320640524,-0.5589868483162768,30.75531005859375,1.191385269165039,3532.349853515625,3.793257236480713,0.45625120401382446,-30.004401200906706,-2.8417144437828346,-0.6464398961892024,-0.7293521193893281,3.1900096568157634,4.43988561630249,-1.5971144437789917,0.0,10.927202224731445,0.0,23685.068359375,0.0,1.1449049711227417,0.0,0.07203604280948639,0.0,0.01015592892964681,0.0,0.0031836668650309244,0.0,-2356.1171875,0.0,36200888.0,0.0,0.8789615025320973,0.0,370.88904926463283,0.0,22.933616638183594,0.0,2.4132479759744903,0.0,-98.11046170603181,0.0,3.173296376084963,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
7,b1c11,5,-2,0,1.0564448,3.1556103229522705,9.202658839058131e-05,0.012550027492014441,-1.1605545269976545,31.54922103881836,1.1497306823730469,7966.57275390625,3.9999799728393555,3.142879734241433e-08,-1000.0033252251801,0.8797867874311986,-0.23021538106599368,-0.9947747207957807,3.1546813666761264,0.0014628374483436346,-0.007991562597453594,0.0,3.4225431591039523e-05,0.0,2966.899658203125,0.0,0.05103841796517372,0.0,0.0,0.0,0.009944397608439128,0.0,0.003152266608344184,0.0,-7.192436218261719,0.0,27.722843170166016,0.0,0.9892803364520728,0.0,364.6157541295829,0.0,0.44857022166252136,0.0,2.237509165166392,0.0,-10.430032983678636,0.0,3.14982876360591,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
8,b1c11,5,-2,0,1.0564448,3.2477688789367676,0.016754252836108208,1.2370094696156035,0.1888043132189967,31.00787925720215,1.7442913055419922,4867.28564453125,3.8406853675842285,0.3591645359992981,-32.40752844313773,1.3831183581224595,-0.6406057616857859,-0.7285703844058817,3.175620293372104,3.4296960830688477,-1.229232668876648,0.0,8.84708309173584,0.0,18935.419921875,0.0,1.773127794265747,0.0,0.07203604280948639,0.0,0.015114043553670247,0.0,0.004759398566351996,0.0,-1812.3582763671875,0.0,28802692.0,0.0,0.8743920424935432,0.0,364.26868002813154,0.0,23.151954650878906,0.0,3.5452853708749545,0.0,-62.327954204779765,0.0,3.1589555108654364,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
9,b1c11,6,-2,0,1.0570793,3.2758982181549072,0.01831170730292797,0.9342391768798202,-0.5614771473273517,30.845548629760742,1.1606693267822266,5025.54296875,3.7882702350616455,0.4736924469470978,-31.26057690174664,-3.1474762780614434,-0.648868531896364,-0.6939394884128415,3.1906851754742163,4.611992359161377,-1.619147777557373,0.0,10.936686515808105,0.0,6531.7373046875,0.0,1.145835041999817,0.0,0.05258631706237793,0.0,0.010169979731241861,0.0,0.00318739652633667,0.0,-2422.775390625,0.0,38289672.0,0.0,0.8790149028655798,0.0,353.8684730503841,0.0,17.528430938720703,0.0,2.4197305024372704,0.0,-98.9453092348488,0.0,3.1728862842561503,0.0,H(100-70%),Discharge,Discharge_H(100-70%)
