Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	0.048330	0.044941	0.000034	0.003414	75.9577
0002	0.007766	0.007478	0.000003	0.001650	75.7348
0003	0.006157	0.005907	0.000002	0.001447	74.9885
0004	0.005250	0.005038	0.000002	0.001395	76.0338
0005	0.004431	0.004252	0.000002	0.001144	79.8000
0006	0.003627	0.003479	0.000001	0.000965	78.0802
0007	0.002922	0.002778	0.000001	0.000889	75.6252
0008	0.002292	0.002154	0.000001	0.000817	74.7705
0009	0.001793	0.001669	0.000001	0.000750	75.0770
0010	0.001411	0.001313	0.000001	0.000711	76.1276
0011	0.001167	0.001059	0.000001	0.000624	74.5934
0012	0.000983	0.000885	0.000001	0.000548	74.7751
0013	0.000846	0.000759	0.000001	0.000576	75.8996
0014	0.000754	0.000664	0.000001	0.000375	74.7422
0015	0.000664	0.000578	0.000001	0.000309	75.0793
0016	0.000580	0.000502	0.000001	0.000239	74.8612
0017	0.000514	0.000444	0.000001	0.000246	74.2203
0018	0.000467	0.000397	0.000001	0.000190	74.8255
0019	0.000419	0.000357	0.000001	0.000158	74.8128
0020	0.000388	0.000329	0.000001	0.000149	74.6221
0021	0.000357	0.000304	0.000001	0.000134	75.4423
0022	0.000331	0.000283	0.000000	0.000126	75.6540
0023	0.000312	0.000265	0.000000	0.000146	74.7000
0024	0.000307	0.000250	0.000001	0.000128	74.8676
0025	0.000271	0.000239	0.000000	0.000112	75.3747
0026	0.000266	0.000230	0.000000	0.000113	75.1989
0027	0.000253	0.000221	0.000000	0.000118	74.7815
0028	0.000245	0.000217	0.000000	0.000116	75.3201
0029	0.000245	0.000211	0.000000	0.000105	73.9011
0030	0.000227	0.000206	0.000000	0.000113	71.4604
0031	0.000230	0.000203	0.000000	0.000105	71.4518
0032	0.000220	0.000199	0.000000	0.000103	71.5751
0033	0.000217	0.000196	0.000000	0.000113	71.3777
0034	0.000214	0.000194	0.000000	0.000100	71.4359
0035	0.000209	0.000191	0.000000	0.000104	71.5812
0036	0.000209	0.000188	0.000000	0.000107	71.3311
0037	0.000204	0.000187	0.000000	0.000099	71.5496
0038	0.000199	0.000185	0.000000	0.000103	71.5170
0039	0.000198	0.000183	0.000000	0.000105	71.4124
0040	0.000196	0.000182	0.000000	0.000106	71.4598
0041	0.000195	0.000182	0.000000	0.000105	71.4767
0042	0.000191	0.000179	0.000000	0.000098	71.3174
0043	0.000191	0.000178	0.000000	0.000098	71.3890
0044	0.000186	0.000177	0.000000	0.000105	74.0465
0045	0.000188	0.000176	0.000000	0.000107	71.7491
0046	0.000186	0.000176	0.000000	0.000102	71.8120
0047	0.000184	0.000174	0.000000	0.000099	72.6349
0048	0.000183	0.000174	0.000000	0.000106	72.0929
0049	0.000182	0.000173	0.000000	0.000096	72.4930
0050	0.000185	0.000173	0.000000	0.000104	71.7734
0051	0.000188	0.000172	0.000000	0.000103	71.5794
0052	0.000174	0.000171	0.000000	0.000116	71.6411
0053	0.000179	0.000170	0.000000	0.000098	71.4768
0054	0.000176	0.000168	0.000000	0.000108	71.5415
0055	0.000175	0.000168	0.000000	0.000098	72.9857
0056	0.000195	0.000170	0.000000	0.000096	72.2610
0057	0.000168	0.000167	0.000000	0.000099	72.4429
0058	0.000172	0.000167	0.000000	0.000098	72.1926
0059	0.000173	0.000166	0.000000	0.000096	71.9638
0060	0.000173	0.000166	0.000000	0.000104	71.6271
0061	0.000173	0.000166	0.000000	0.000101	71.8656
0062	0.000172	0.000165	0.000000	0.000101	71.6805
0063	0.000184	0.000165	0.000000	0.000098	71.5398
0064	0.000166	0.000165	0.000000	0.000098	72.3658
0065	0.000167	0.000163	0.000000	0.000100	71.9943
0066	0.000169	0.000164	0.000000	0.000103	72.1540
0067	0.000169	0.000163	0.000000	0.000096	71.8762
0068	0.000169	0.000163	0.000000	0.000096	72.3129
0069	0.000167	0.000162	0.000000	0.000097	73.1253
0070	0.000168	0.000163	0.000000	0.000097	73.3068
0071	0.000171	0.000160	0.000000	0.000097	72.4588
