Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	-0.948359	0.029608	0.000174	0.001783	131.0822
0002	-2.873833	0.005529	0.000012	0.001510	123.3959
0003	-4.762009	0.003653	0.000009	0.001539	123.7032
0004	-6.650285	0.001991	0.000006	0.001130	127.5764
0005	-8.539220	0.001103	0.000005	0.000695	121.4500
0006	-10.416855	0.000661	0.000004	0.000388	123.9153
0007	-12.252334	0.000468	0.000004	0.000250	124.1048
0008	-14.008898	0.000381	0.000004	0.000212	124.2177
0009	-15.624936	0.000335	0.000004	0.000189	107.8342
0010	-17.131740	0.000306	0.000004	0.000173	110.1259
0011	-18.477692	0.000286	0.000004	0.000163	107.9792
0012	-19.733778	0.000273	0.000003	0.000150	107.9939
0013	-20.924531	0.000261	0.000003	0.000158	118.0037
0014	-22.041100	0.000253	0.000003	0.000147	118.8958
0015	-23.084969	0.000242	0.000003	0.000146	107.1251
0016	-24.091960	0.000237	0.000003	0.000148	107.5733
0017	-25.027711	0.000233	0.000003	0.000141	109.1345
0018	-25.940099	0.000230	0.000002	0.000134	107.5848
0019	-26.840613	0.000225	0.000003	0.000132	108.9518
0020	-27.718717	0.000221	0.000002	0.000131	107.7648
0021	-28.505649	0.000218	0.000002	0.000124	107.1832
0022	-29.111691	0.000216	0.000003	0.000125	108.7659
0023	-29.753599	0.000212	0.000002	0.000126	108.2885
0024	-30.436220	0.000213	0.000002	0.000126	112.8051
0025	-31.072533	0.000217	0.000002	0.000123	120.0255
0026	-31.565827	0.000213	0.000003	0.000129	120.3999
0027	-31.868402	0.000214	0.000003	0.000126	111.6643
0028	-32.747687	0.000216	0.000002	0.000136	110.8396
0029	-32.845082	0.000218	0.000003	0.000142	125.8216
0030	-33.397573	0.000221	0.000002	0.000134	126.1721
0031	-34.396683	0.000224	0.000001	0.000137	111.7307
0032	-34.944866	0.000250	0.000001	0.000133	120.3756
0033	-35.852328	0.000225	0.000001	0.000129	107.6916
