Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	-0.361877	0.196011	0.000670	0.001823	82.7614
0002	-1.703638	0.001704	0.000004	0.001262	85.7836
0003	-2.800903	0.001458	0.000003	0.001097	87.0168
0004	-3.887739	0.001272	0.000002	0.000932	87.7327
0005	-4.970868	0.001010	0.000002	0.000663	88.2814
0006	-6.052592	0.000680	0.000003	0.000421	85.2329
0007	-7.132969	0.000399	0.000003	0.000247	85.3302
0008	-8.209465	0.000250	0.000003	0.000185	86.5512
0009	-9.279468	0.000188	0.000002	0.000151	87.4330
0010	-10.340225	0.000162	0.000002	0.000131	85.8661
0011	-11.375544	0.000150	0.000002	0.000136	84.9536
0012	-12.395136	0.000141	0.000002	0.000125	85.4913
0013	-13.354335	0.000136	0.000001	0.000127	85.8583
0014	-14.292390	0.000131	0.000003	0.000125	86.5672
0015	-15.162649	0.000131	0.000003	0.000114	83.2500
0016	-15.932536	0.000135	0.000002	0.000108	88.1097
0017	-16.737282	0.000126	0.000002	0.000110	88.9468
0018	-17.406888	0.000137	0.000001	0.000158	87.2704
0019	-18.078314	0.000130	0.000002	0.000107	87.4601
0020	-18.670047	0.000130	0.000002	0.000127	87.6000
0021	-19.327737	0.000131	0.000001	0.000140	83.5505
0022	-19.927889	0.000128	0.000002	0.000110	85.0082
0023	-20.604520	0.000128	0.000001	0.000145	86.2214
0024	-21.242433	0.000123	0.000001	0.000136	86.2615
0025	-21.920511	0.000123	0.000001	0.000106	85.5672
0026	-22.522741	0.000125	0.000002	0.000103	85.7274
0027	-23.040548	0.000125	0.000001	0.000106	85.0236
0028	-23.664955	0.000122	0.000001	0.000126	87.1322
0029	-24.161487	0.000126	0.000001	0.000114	87.9205
0030	-24.713422	0.000123	0.000001	0.000102	86.2365
0031	-25.278413	0.000122	0.000001	0.000107	88.1787
0032	-25.799007	0.000121	0.000001	0.000107	87.8060
0033	-26.330058	0.000120	0.000001	0.000105	86.4928
0034	-26.857962	0.000121	0.000001	0.000099	86.8401
0035	-27.366687	0.000119	0.000001	0.000103	86.9830
0036	-27.978010	0.000114	0.000001	0.000121	87.6608
0037	-28.541045	0.000116	0.000001	0.000124	85.7102
0038	-29.080441	0.000117	0.000001	0.000098	87.8477
0039	-29.645889	0.000116	0.000001	0.000101	85.8686
0040	-30.180251	0.000115	0.000001	0.000125	87.7261
0041	-30.680226	0.000117	0.000001	0.000108	86.3827
0042	-31.310271	0.000117	0.000000	0.000109	87.8387
0043	-31.873326	0.000113	0.000001	0.000098	86.1967
0044	-32.381988	0.000111	0.000001	0.000120	90.0835
0045	-32.856407	0.000115	0.000000	0.000094	86.5871
0046	-33.252345	0.000104	0.000001	0.000109	87.5045
0047	-33.712030	0.000108	0.000000	0.000093	89.1005
0048	-33.991643	0.000120	0.000001	0.000093	83.6577
0049	-34.647860	0.000104	0.000000	0.000102	83.8605
0050	-35.038575	0.000104	0.000000	0.000094	82.6571
0051	-35.414579	0.000104	0.000000	0.000094	81.9697
0052	-35.772574	0.000104	0.000000	0.000095	86.0830
0053	-36.104278	0.000104	0.000000	0.000093	83.8136
0054	-36.493109	0.000104	0.000000	0.000094	82.1592
0055	-36.823416	0.000104	0.000000	0.000094	83.1079
0056	-37.157686	0.000104	0.000000	0.000094	83.9025
