Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	-1.366776	0.071777	0.000170	0.001116	342.0589
0002	-4.227697	0.000650	0.000002	0.000835	345.9654
0003	-6.973233	0.000409	0.000001	0.000531	349.8040
0004	-9.690481	0.000596	0.000001	0.000444	342.7321
0005	-12.389109	0.000264	0.000001	0.000491	344.0656
0006	-14.925503	0.000277	0.000001	0.000273	348.3575
0007	-17.215275	0.000166	0.000001	0.000258	345.6002
0008	-19.144151	0.000203	0.000001	0.000218	344.7234
0009	-20.922856	0.000149	0.000001	0.000280	344.3859
0010	-22.464722	0.000161	0.000001	0.000219	351.5992
0011	-23.935349	0.000133	0.000001	0.000270	345.7998
0012	-25.226172	0.000142	0.000001	0.000189	345.5891
0013	-26.560973	0.000133	0.000001	0.000186	344.0942
0014	-27.162716	0.000216	0.000001	0.000178	344.0201
0015	-29.401644	0.000118	0.000001	0.000173	345.0131
0016	-30.776286	0.000118	0.000000	0.000160	341.8319
0017	-32.188587	0.000113	0.000000	0.000157	348.6140
0018	-33.376849	0.000113	0.000000	0.000155	348.6315
0019	-34.299694	0.000108	0.000000	0.000173	356.9188
0020	-35.246778	0.000118	0.000000	0.000151	345.5136
0021	-36.162592	0.000101	0.000000	0.000180	343.6733
0022	-36.701859	0.000113	0.000000	0.000155	348.0469
0023	-37.210635	0.000117	0.000000	0.000151	345.8912
0024	-38.466410	0.000103	0.000000	0.000150	351.8111
0025	-39.098596	0.000103	0.000000	0.000154	341.6471
0026	-39.379120	0.000130	0.000000	0.000171	346.3949
0027	-40.413428	0.000123	0.000000	0.000163	347.8098
0028	-40.279855	0.000146	0.000000	0.000169	346.4132
0029	-41.272996	0.000158	0.000000	0.000200	339.1887
0030	-41.773563	0.000158	0.000000	0.000200	337.2461
0031	-42.425361	0.000141	0.000000	0.000178	329.9170
0032	-42.794025	0.000142	0.000000	0.000219	335.7525
