cell_id,cycle,feature,outlier_removed,interpolated_count,"outlier_details_(idx,val)",nan_indices,outlier_details
b1c0,3,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,6,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,8,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,9,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,10,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,13,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,15,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,19,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,20,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,21,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,22,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,23,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,25,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,26,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,29,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,32,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,35,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,37,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,38,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,40,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,41,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,42,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,43,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,44,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,47,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,49,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,52,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,55,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,57,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,60,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,61,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,62,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,63,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
b1c0,70,GLOBAL_REMOVAL,1,0.0,Cycle removed by removal_index.csv,,
