Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	-0.383010	0.058058	0.000319	0.002646	98.8603
0002	-1.292546	0.007115	0.000014	0.001898	95.4110
0003	-2.137471	0.005831	0.000011	0.002183	92.5104
0004	-2.977251	0.005000	0.000010	0.001541	92.8175
0005	-3.815427	0.004191	0.000007	0.001795	91.8307
0006	-4.653468	0.003324	0.000006	0.001356	93.6809
0007	-5.490996	0.002534	0.000006	0.001319	93.1260
0008	-6.329153	0.001838	0.000005	0.001256	92.0769
0009	-7.167890	0.001324	0.000004	0.001023	92.6039
0010	-8.006353	0.000986	0.000003	0.000956	88.4176
0011	-8.843790	0.000778	0.000003	0.000793	93.5907
0012	-9.679224	0.000651	0.000003	0.000735	92.4571
0013	-10.512316	0.000561	0.000003	0.000585	92.7785
0014	-11.340430	0.000477	0.000003	0.000435	91.3458
0015	-12.162327	0.000424	0.000003	0.000395	94.0192
0016	-12.974408	0.000372	0.000002	0.000351	92.4977
0017	-13.769740	0.000336	0.000003	0.000336	93.2911
0018	-14.540137	0.000316	0.000003	0.000354	92.6842
0019	-15.277803	0.000296	0.000003	0.000307	83.8214
0020	-15.981854	0.000291	0.000004	0.000326	83.0631
0021	-16.659383	0.000268	0.000002	0.000287	88.6588
0022	-17.315593	0.000255	0.000003	0.000300	88.5122
0023	-17.938790	0.000246	0.000003	0.000284	87.4228
0024	-18.527056	0.000239	0.000002	0.000298	87.6671
0025	-19.101905	0.000230	0.000003	0.000271	87.6721
0026	-19.655404	0.000224	0.000002	0.000280	95.0327
0027	-20.198201	0.000219	0.000002	0.000278	98.3064
0028	-20.714974	0.000211	0.000003	0.000224	95.1526
0029	-21.220226	0.000208	0.000002	0.000247	95.9202
0030	-21.716802	0.000205	0.000002	0.000219	94.7115
0031	-22.197497	0.000201	0.000002	0.000195	95.5699
0032	-22.648149	0.000200	0.000002	0.000203	96.1966
0033	-23.110817	0.000194	0.000002	0.000211	94.9962
0034	-23.543972	0.000194	0.000002	0.000193	95.2436
0035	-23.987340	0.000190	0.000002	0.000176	94.9760
0036	-24.414525	0.000189	0.000002	0.000195	95.0554
0037	-24.840256	0.000186	0.000002	0.000181	91.8082
0038	-25.260766	0.000185	0.000002	0.000170	91.1977
0039	-25.692696	0.000183	0.000001	0.000186	93.8250
0040	-25.983146	0.000208	0.000001	0.000174	97.8719
0041	-26.519146	0.000183	0.000002	0.000185	98.6161
0042	-26.935536	0.000176	0.000002	0.000177	93.8094
0043	-27.355116	0.000178	0.000001	0.000189	86.2082
0044	-27.797989	0.000175	0.000002	0.000180	91.4339
0045	-28.231658	0.000173	0.000001	0.000164	101.4137
0046	-28.617202	0.000171	0.000001	0.000168	100.9485
0047	-28.961591	0.000169	0.000002	0.000168	101.1073
0048	-29.290540	0.000170	0.000002	0.000162	99.3735
0049	-29.565451	0.000165	0.000003	0.000166	98.7444
0050	-29.847529	0.000167	0.000003	0.000160	100.4453
0051	-30.263973	0.000167	0.000002	0.000159	76.8236
0052	-30.539791	0.000162	0.000002	0.000154	78.8297
0053	-30.801771	0.000163	0.000002	0.000151	75.1521
0054	-31.156219	0.000168	0.000001	0.000155	75.8190
0055	-31.552012	0.000162	0.000001	0.000155	75.3651
0056	-31.773386	0.000160	0.000001	0.000150	78.5600
0057	-32.021323	0.000161	0.000001	0.000147	74.4604
0058	-32.269731	0.000161	0.000001	0.000141	77.4219
0059	-32.257863	0.000166	0.000002	0.000147	73.9470
0060	-32.380863	0.000163	0.000003	0.000148	69.9284
0061	-32.574322	0.000166	0.000002	0.000139	70.0629
0062	-33.301929	0.000164	0.000001	0.000148	70.1433
0063	-33.576635	0.000165	0.000001	0.000138	73.8228
0064	-33.958287	0.000161	0.000001	0.000139	73.4858
0065	-34.196032	0.000161	0.000001	0.000143	71.4347
0066	-34.455281	0.000163	0.000001	0.000133	74.7063
0067	-34.683420	0.000164	0.000001	0.000144	73.0884
0068	-34.940863	0.000166	0.000001	0.000159	76.5558
0069	-35.124344	0.000166	0.000001	0.000144	78.9632
0070	-35.450369	0.000167	0.000001	0.000137	74.9492
0071	-35.604204	0.000170	0.000001	0.000137	74.5957
0072	-35.766502	0.000170	0.000001	0.000139	72.5441
0073	-36.405084	0.000169	0.000001	0.000136	72.3832
0074	-36.645631	0.000169	0.000001	0.000137	76.5693
