Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	-2.131448	0.015368	0.000110	0.001689	417.4419
0002	-6.352954	0.002318	0.000001	0.000727	398.2300
0003	-10.543928	0.000683	0.000001	0.000286	411.8216
0004	-14.576886	0.000353	0.000001	0.000212	389.3887
0005	-18.063068	0.000272	0.000001	0.000178	411.8269
0006	-20.898506	0.000235	0.000000	0.000159	403.9177
0007	-23.309259	0.000214	0.000000	0.000155	415.5277
0008	-25.501360	0.000201	0.000000	0.000145	413.0228
0009	-27.775473	0.000191	0.000000	0.000144	430.8343
0010	-30.121862	0.000184	0.000000	0.000136	416.6535
0011	-32.061329	0.000180	0.000000	0.000131	416.5649
0012	-33.616707	0.000176	0.000000	0.000128	412.4290
0013	-34.801583	0.000179	0.000000	0.000126	408.2315
0014	-36.425760	0.000179	0.000000	0.000130	419.2003
0015	-37.653392	0.000190	0.000000	0.000183	406.6090
0016	-38.724518	0.000206	0.000000	0.000171	392.1140
0017	-39.515077	0.000225	0.000000	0.000180	405.0090
0018	-40.495720	0.000208	0.000000	0.000123	393.9717
0019	-40.892989	0.000250	0.000000	0.000131	400.6337
0020	-40.739974	0.000264	0.000000	0.000175	399.9888
0021	-41.873905	0.000227	0.000000	0.000129	392.4192
0022	-43.489191	0.000186	0.000000	0.000134	401.6195
0023	-43.386021	0.000237	0.000000	0.000134	387.3831
0024	-42.678074	0.000306	0.000000	0.000325	383.3012
0025	-42.963752	0.000348	0.000000	0.000628	396.4730
0026	-43.577018	0.000332	0.000000	0.000328	401.9941
