Epoch	Train_Total	Train_Data	Train_PI	Val_Loss	Epoch_Time(s)
0001	-2.117746	0.015051	0.000107	0.001609	325.7997
0002	-6.317996	0.002231	0.000001	0.000641	324.2444
0003	-10.492870	0.000563	0.000001	0.000267	322.8912
0004	-14.510308	0.000307	0.000001	0.000213	319.2190
0005	-18.042062	0.000235	0.000000	0.000165	318.4555
0006	-20.966380	0.000204	0.000000	0.000162	317.2144
0007	-23.458511	0.000187	0.000000	0.000161	319.7264
0008	-25.678824	0.000177	0.000000	0.000145	320.4472
0009	-27.954145	0.000171	0.000000	0.000157	319.9451
0010	-30.307528	0.000166	0.000000	0.000150	318.7836
0011	-32.194451	0.000161	0.000000	0.000152	320.4576
0012	-33.849076	0.000160	0.000000	0.000178	319.8717
0013	-35.047462	0.000163	0.000000	0.000135	319.1913
0014	-36.462187	0.000167	0.000000	0.000156	320.3969
0015	-37.735077	0.000177	0.000000	0.000142	318.8224
0016	-38.997124	0.000176	0.000000	0.000208	318.5882
0017	-39.848512	0.000197	0.000000	0.000159	314.3830
0018	-40.975444	0.000180	0.000000	0.000132	318.2737
0019	-41.034657	0.000218	0.000000	0.000133	320.9908
0020	-41.601251	0.000250	0.000000	0.000184	320.4494
0021	-41.952211	0.000241	0.000000	0.000190	316.6165
0022	-42.096844	0.000273	0.000000	0.000227	318.0434
0023	-43.888222	0.000211	0.000000	0.000132	319.2237
0024	-42.968938	0.000287	0.000000	0.000209	325.3369
0025	-44.037667	0.000234	0.000000	0.000143	323.4585
0026	-43.026019	0.000284	0.000000	0.000247	323.5571
0027	-43.484542	0.000279	0.000000	0.000363	323.5233
0028	-43.756824	0.000303	0.000000	0.000216	323.5153
0029	-45.219591	0.000270	0.000000	0.000212	322.1006
0030	-43.694496	0.000310	0.000000	0.000177	322.7949
0031	-44.880924	0.000324	0.000000	0.000209	323.1832
